TIMESTAMP,HIGH_PRECISION_TIME_FROM_START,STIMCODE,EXPRESSION_BROW_RAISER_LEFT,EXPRESSION_BROW_RAISER_RIGHT,EXPRESSION_BROW_LOWERER_LEFT,EXPRESSION_BROW_LOWERER_RIGHT,EXPRESSION_SMILE,EXPRESSION_KISS,EXPRESSION_MOUTH_OPEN,EXPRESSION_EYES_CLOSED_LEFT,EXPRESSION_EYES_CLOSED_RIGHT,EXPRESSION_HEAD_TURN_LEFT,EXPRESSION_HEAD_TURN_RIGHT,EXPRESSION_HEAD_UP,EXPRESSION_HEAD_DOWN,EXPRESSION_HEAD_TILT_LEFT,EXPRESSION_HEAD_TILT_RIGHT,EXPRESSION_EYES_TURN_LEFT,EXPRESSION_EYES_TURN_RIGHT,EXPRESSION_EYES_UP,EXPRESSION_EYES_DOWN,EXPRESSION_TONGUE_OUT,EXPRESSION_PUFF_RIGHT,EXPRESSION_PUFF_LEFT,BOUNDING_RECTANGLE_HEIGHT,BOUNDING_RECTANGLE_WIDTH,BOUNDING_RECTANGLE_X,BOUNDING_RECTANGLE_Y,AVERAGE_DEPTH,LANDMARK_0_X,LANDMARK_0_Y,LANDMARK_1_X,LANDMARK_1_Y,LANDMARK_2_X,LANDMARK_2_Y,LANDMARK_3_X,LANDMARK_3_Y,LANDMARK_4_X,LANDMARK_4_Y,LANDMARK_5_X,LANDMARK_5_Y,LANDMARK_6_X,LANDMARK_6_Y,LANDMARK_7_X,LANDMARK_7_Y,LANDMARK_8_X,LANDMARK_8_Y,LANDMARK_9_X,LANDMARK_9_Y,LANDMARK_10_X,LANDMARK_10_Y,LANDMARK_11_X,LANDMARK_11_Y,LANDMARK_12_X,LANDMARK_12_Y,LANDMARK_13_X,LANDMARK_13_Y,LANDMARK_14_X,LANDMARK_14_Y,LANDMARK_15_X,LANDMARK_15_Y,LANDMARK_16_X,LANDMARK_16_Y,LANDMARK_17_X,LANDMARK_17_Y,LANDMARK_18_X,LANDMARK_18_Y,LANDMARK_19_X,LANDMARK_19_Y,LANDMARK_20_X,LANDMARK_20_Y,LANDMARK_21_X,LANDMARK_21_Y,LANDMARK_22_X,LANDMARK_22_Y,LANDMARK_23_X,LANDMARK_23_Y,LANDMARK_24_X,LANDMARK_24_Y,LANDMARK_25_X,LANDMARK_25_Y,LANDMARK_26_X,LANDMARK_26_Y,LANDMARK_27_X,LANDMARK_27_Y,LANDMARK_28_X,LANDMARK_28_Y,LANDMARK_29_X,LANDMARK_29_Y,LANDMARK_30_X,LANDMARK_30_Y,LANDMARK_31_X,LANDMARK_31_Y,LANDMARK_32_X,LANDMARK_32_Y,LANDMARK_33_X,LANDMARK_33_Y,LANDMARK_34_X,LANDMARK_34_Y,LANDMARK_35_X,LANDMARK_35_Y,LANDMARK_36_X,LANDMARK_36_Y,LANDMARK_37_X,LANDMARK_37_Y,LANDMARK_38_X,LANDMARK_38_Y,LANDMARK_39_X,LANDMARK_39_Y,LANDMARK_40_X,LANDMARK_40_Y,LANDMARK_41_X,LANDMARK_41_Y,LANDMARK_42_X,LANDMARK_42_Y,LANDMARK_43_X,LANDMARK_43_Y,LANDMARK_44_X,LANDMARK_44_Y,LANDMARK_45_X,LANDMARK_45_Y,LANDMARK_46_X,LANDMARK_46_Y,LANDMARK_47_X,LANDMARK_47_Y,LANDMARK_48_X,LANDMARK_48_Y,LANDMARK_49_X,LANDMARK_49_Y,LANDMARK_50_X,LANDMARK_50_Y,LANDMARK_51_X,LANDMARK_51_Y,LANDMARK_52_X,LANDMARK_52_Y,LANDMARK_53_X,LANDMARK_53_Y,LANDMARK_54_X,LANDMARK_54_Y,LANDMARK_55_X,LANDMARK_55_Y,LANDMARK_56_X,LANDMARK_56_Y,LANDMARK_57_X,LANDMARK_57_Y,LANDMARK_58_X,LANDMARK_58_Y,LANDMARK_59_X,LANDMARK_59_Y,LANDMARK_60_X,LANDMARK_60_Y,LANDMARK_61_X,LANDMARK_61_Y,LANDMARK_62_X,LANDMARK_62_Y,LANDMARK_63_X,LANDMARK_63_Y,LANDMARK_64_X,LANDMARK_64_Y,LANDMARK_65_X,LANDMARK_65_Y,LANDMARK_66_X,LANDMARK_66_Y,LANDMARK_67_X,LANDMARK_67_Y,LANDMARK_68_X,LANDMARK_68_Y,LANDMARK_69_X,LANDMARK_69_Y,LANDMARK_70_X,LANDMARK_70_Y,LANDMARK_71_X,LANDMARK_71_Y,LANDMARK_72_X,LANDMARK_72_Y,LANDMARK_73_X,LANDMARK_73_Y,LANDMARK_74_X,LANDMARK_74_Y,LANDMARK_75_X,LANDMARK_75_Y,LANDMARK_76_X,LANDMARK_76_Y,LANDMARK_77_X,LANDMARK_77_Y,EULER_ANGLE_PITCH,EULER_ANGLE_ROLL,EULER_ANGLE_YAW,QUATERNION_W,QUATERNION_X,QUATERNION_Y,QUATERNION_Z
20150522121547259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,220,238,150,423,344.2525,206.3248,330.1186,197.5532,312.5724,192.2222,295.6611,192.4849,282.1694,202.8684,365.8474,206.6328,381.4188,198.9876,399.6557,194.787,417.6514,194.5178,429.9203,205.2049,324.3931,221.6547,318.5012,217.8276,310.7438,216.4167,302.3037,218.1712,295.5944,222.1643,302.0419,226.6561,310.0479,228.9752,317.9637,226.6653,385.4395,223.5959,391.8398,219.4872,399.6319,218.3689,407.7557,219.3964,413.9048,222.8339,407.5878,226.647,399.7788,228.6856,392.0693,227.8131,352.8806,220.4253,353.3238,237.4702,354.6685,254.8698,355.4482,271.8148,327.2757,282.2949,355.706,287.7386,383.5874,281.3574,321.6815,315.1472,332.8615,307.491,345.5273,302.715,357.2261,304.3056,369.8247,302.1532,382.1146,306.2658,392.853,311.3423,383.0012,320.109,369.549,326.3682,356.7048,327.2982,344.8737,327.2443,332.436,322.4257,327.7975,315.5483,343.6743,312.6075,356.6206,312.0189,371.0067,312.1248,386.5314,311.9207,370.2162,313.4993,356.8777,314.0344,343.8741,313.9475,255.6518,217.6741,254.7669,243.0305,257.5881,268.1693,264.1526,292.2403,273.3954,315.355,288.0126,335.7999,307.7198,351.7506,329.4213,365.9378,355.365,367.9674,380.2452,363.1202,399.8226,350.1024,420.2212,334.5728,435.5879,314.8433,443.6641,292.317,448.9614,269.1263,451.8727,246.6611,450.6491,222.9173,328.4448,209.7973,312.1479,207.8207,297.0275,206.2697,383.5032,210.9375,400.3276,209.3514,416.1557,208.0257,311.6321,222.2415,397.9812,223.6019,-8.751214,0.6006054,4.35129,0.9963681,0.00232587,0.03745228,-0.07643688
20150522121547313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,220,220,240,150,416,352.3226,209.9629,335.0807,198.6186,316.6497,195.1483,298.4712,197.1195,284.0876,205.8718,369.0714,209.5689,386.8441,202.6834,406.5527,198.5117,426.2658,199.4217,438.5253,211.1016,329.7802,227.369,324.0579,223.3721,316.3064,221.6989,307.6775,222.2456,299.5697,224.1464,305.8539,228.4474,314.2268,230.2561,322.0252,229.1861,390.0484,228.7185,396.4473,224.332,404.768,222.7638,412.9767,222.7315,419.5652,226.4556,413.6069,230.615,405.1144,232.6743,397.2205,231.1395,361.4745,223.7137,361.8385,242.1269,362.9865,260.2042,363.7211,277.7732,335.9634,287.6905,361.6519,294.0602,386.6353,287.9312,328.3538,317.0504,337.8145,309.5858,349.749,304.132,362.3555,307.0378,374.1949,304.0127,385.6833,308.229,395.6537,313.8543,385.5081,321.3045,373.994,327.843,361.8062,329.4511,349.163,328.934,337.2564,324.2747,335.3009,318.2343,348.6714,316.7222,362.449,316.182,375.7943,315.7644,388.4692,314.9266,375.0706,315.3501,361.9022,316.3396,347.7242,315.378,255.8795,217.7165,255.3136,242.372,258.0039,266.181,263.4085,288.5415,271.0087,311.9711,287.0494,334.4198,307.9309,351.676,332.3509,366.5201,360.5526,371.5684,387.4043,366.2112,408.6601,351.7884,428.9725,334.6719,443.3362,313.098,448.5119,290.7346,452.0859,268.682,454.7452,245.6677,454.1466,223.424,334.9919,211.7716,316.4735,210.465,300.6013,210.2128,389.1238,214.39,407.4188,213.043,423.7843,212.2943,318.2977,225.9667,404.725,227.678,-8.772452,-0.2983741,0.1357037,0.9970669,-0.002686744,0.001379902,-0.07647595
20150522121547357,0.0540143863744505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,221,221,240,150,414,352.8347,210.3601,335.2287,198.7426,316.6505,195.1474,298.4285,197.2061,283.9672,206.0104,367.9635,210.2598,386.517,202.692,406.5378,198.4914,426.2993,199.3911,438.5909,211.2043,329.7776,227.3744,324.0578,223.3707,316.1528,221.5911,307.5406,222.2108,299.57,224.2063,305.8611,228.455,314.2773,230.3616,322.1686,229.4694,390.0576,228.7252,396.4757,224.365,404.7855,222.7679,413.0407,222.6903,419.5685,226.4492,413.6129,230.6056,405.1339,232.6794,397.2461,231.1727,361.3211,224.3301,361.7588,242.3963,362.8989,260.3512,363.65,277.9115,335.9551,287.6918,361.6755,294.0749,386.6374,287.9275,328.7866,317.5422,337.9738,309.752,350.4168,304.4776,362.4166,307.3698,374.2114,304.054,386.2325,308.5054,395.8082,314.1412,385.7603,321.8197,373.8831,328.0782,361.8181,329.4787,349.8609,329.4021,338.1489,324.9408,335.5581,318.4972,348.9326,316.8452,362.4976,316.4296,375.7228,315.9021,388.4973,315.119,375.0083,315.4999,361.9135,316.3732,348.9115,315.8745,259.0381,214.8163,257.2254,237.9729,259.2353,261.6295,264.5307,284.5339,270.9411,310.1289,285.2448,332.5941,307.8531,351.6173,332.2202,366.768,359.0704,372.7911,385.5917,367.4731,408.1651,352.9575,429.0435,334.9461,443.4154,313.2972,449.0816,290.7783,453.9614,268.4464,456.6913,245.1783,456.24,223.1818,335.0182,213.3934,316.4234,210.7678,300.5456,210.3316,388.1524,214.8813,407.3803,213.1717,423.8267,212.3775,318.2999,225.9674,404.7592,227.6962,-9.210855,-0.2352232,0.2740088,0.9967659,-0.00223807,0.002548268,-0.08028806
20150522121547395,0.0973463498505816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,221,221,240,149,415,352.946,210.4923,335.3974,198.8861,316.647,195.1528,298.1836,197.4105,283.3562,207.2002,367.2722,210.955,386.4193,202.7402,406.5558,198.4868,426.7191,199.4615,439.4644,211.417,329.6783,227.2351,323.8807,222.9075,315.8283,220.8376,307.3965,221.7616,299.6103,224.1102,305.8766,228.444,314.2773,230.3617,322.1685,229.469,390.0729,228.6607,396.5808,224.3198,405.0771,222.4878,413.3413,222.5488,419.7064,226.394,413.7029,230.5604,405.1977,232.6568,397.2959,231.1408,361.3822,222.8994,361.6724,241.9189,362.8156,260.2577,363.5791,277.9968,335.9566,287.669,361.732,293.9618,386.7079,287.8397,328.7846,317.5342,338.1399,309.8184,350.6932,304.5182,362.4768,307.3831,374.2439,304.0626,386.4002,308.4469,396.0684,314.1888,386.4141,322.1651,374.3244,328.6228,362.2486,329.9576,350.0782,329.6495,338.1573,324.9201,336.0531,318.4139,349.9031,316.6273,362.5778,316.4159,375.7076,315.8925,388.4956,315.1335,374.978,315.6916,362.0884,316.5912,350.1013,316.443,257.8001,215.2708,256.8982,237.9094,258.51,260.9491,263.516,282.5605,269.8041,305.4405,284.4991,328.4014,307.426,349.2068,332.1161,366.7726,358.9468,372.7179,385.5645,367.2415,407.8538,350.6982,429.0721,330.6742,444.6181,307.8134,450.8367,287.3017,454.5649,266.4366,456.7467,243.4621,456.2495,222.7235,335.0181,213.3935,316.4842,210.9053,300.5267,210.5154,388.1734,214.9078,407.4432,213.2634,424.2415,212.7634,318.3017,225.9652,404.9681,227.6393,-8.637733,-0.239176,0.4391525,0.9971503,-0.002369861,0.003978608,-0.07529839
20150522121547440,0.135839610933185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,223,223,241,147,409,353.2059,210.743,336.6422,199.4492,317.7296,195.2559,299.7304,196.9633,283.8409,206.8886,366.9104,211.1991,385.7801,203.2297,406.2567,198.6249,426.7215,199.4615,439.4608,211.4159,329.6794,227.2472,323.9206,222.9331,315.9282,220.8893,307.632,221.7702,300.9804,224.1388,306.8037,228.2521,314.4185,230.4155,322.2692,229.5207,390.7694,228.6705,397.2809,224.4782,405.1457,222.5262,413.3952,222.584,419.7141,226.3994,413.7192,230.564,405.2661,232.6515,397.8105,231.1473,361.5581,223.2369,361.7249,241.9487,362.8166,260.2581,363.5793,277.9969,336.0122,287.4002,361.8523,293.7236,387.8244,287.5845,328.7861,317.5341,338.2224,309.8527,351.1756,304.5294,362.9328,307.6834,374.3658,304.1155,386.7773,308.6282,396.543,314.5674,386.5457,322.2505,374.3453,328.636,362.2501,329.9587,350.1125,329.6688,338.158,324.9153,336.0872,318.4037,349.9225,316.6383,362.7646,316.5868,376.0827,316.1173,388.7693,315.5786,375.0478,315.7254,362.1189,316.6115,350.04,316.3861,257.8564,215.3884,256.8389,238.1911,258.2458,261.7196,263.6268,283.696,270.2703,307.3589,284.8608,330.0636,307.5682,349.2346,332.1434,366.7894,358.9418,372.6997,385.5332,367.0982,407.7991,350.648,429.2589,331.0233,444.9301,308.5191,450.9527,287.2177,454.6674,266.21,456.7524,243.4383,455.7887,222.202,335.1575,213.4653,317.1154,211.313,303.2715,211.064,387.9326,215.3414,407.1233,213.8414,423.9565,213.3665,318.4046,226.0047,405.8116,227.8876,-8.960143,-0.1360191,1.263342,0.9968823,-0.002044442,0.01108353,-0.0780945
20150522121547479,0.181081437258008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,221,221,242,147,415,353.4676,210.8617,336.9193,199.5085,317.9301,195.2923,299.7712,196.958,283.9416,206.719,366.8835,211.1822,385.7577,203.2123,406.256,198.624,426.7212,199.4558,439.4583,211.368,329.6887,227.2268,324.0418,222.9116,316.3364,220.7392,308.0598,221.6058,301.1973,224.0567,307.0682,228.2261,314.8902,230.4201,322.4312,229.5372,390.7776,228.6666,397.283,224.4763,405.1476,222.5239,413.397,222.5813,419.6564,226.3916,413.7218,230.5609,405.2703,232.6491,397.8135,231.1454,361.5535,223.2209,361.7256,241.9367,362.8218,260.23,363.6025,277.9883,336.0348,287.3653,362.191,293.3907,387.8372,287.5787,328.5992,317.3941,338.2597,309.8605,351.3193,304.5706,363.0363,307.7069,374.7019,304.2451,386.8,308.6349,396.5768,314.5622,386.5979,322.2488,374.5693,328.5865,363.0031,329.324,350.3204,329.5913,338.1457,324.9091,335.9917,318.3525,349.9005,316.6364,362.8663,316.5523,376.2602,316.083,388.7527,315.5818,375.1353,315.7368,362.3015,316.6115,350.011,316.3652,256.7902,217.451,255.9743,240.4494,258.0524,263.3938,263.6064,285.1948,270.2763,307.4631,284.9242,330.1085,308.2455,349.3565,333.0457,367.1354,360.0732,372.4757,386.3048,366.9719,407.9189,350.6286,429.6181,331.5266,444.7688,308.8669,450.9625,287.2107,454.6722,266.2062,456.7555,243.4423,455.7152,222.3202,335.5569,213.4531,317.5415,211.5015,303.2584,210.8636,387.9307,215.338,407.032,213.796,423.9378,213.3645,318.408,226.0056,405.8247,227.879,-9.019259,-0.1011555,1.343208,0.9968345,-0.001801571,0.01175455,-0.0786109
20150522121547520,0.220201603020309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,224,225,241,145,407,353.6599,210.9357,337.1259,199.5576,318.077,195.3564,299.8042,196.9607,284.1305,206.2885,366.8858,211.1744,385.747,203.2115,406.2361,198.6152,426.4957,199.1025,438.8674,210.5541,329.6889,227.2267,324.0413,222.9102,316.3341,220.7378,308.0183,221.6044,301.1879,224.0645,307.0739,228.2417,314.8994,230.4372,322.4362,229.5434,390.7919,228.6442,397.3368,224.39,405.3016,222.4178,413.7733,222.4376,419.7668,226.3994,413.8139,230.5283,405.3359,232.6686,397.8533,231.1443,361.5637,223.1968,361.7387,241.9345,362.8564,260.2341,363.6993,278.0193,336.2314,287.2516,362.5498,293.2487,387.9903,287.5488,328.6053,317.3964,338.6307,309.8833,352.2425,304.6147,363.5623,307.7746,375.5879,304.2718,388.3867,309.032,398.9799,315.1149,388.4407,323.2167,375.1724,328.9287,363.3445,329.6058,351.0761,330.0516,338.5365,325.2404,336.0107,318.3803,350.2373,316.7914,363.4502,316.425,376.6629,316.0963,390.1584,316.3183,375.4854,315.8761,362.6501,316.782,350.127,316.419,256.5608,217.4401,255.9173,240.6434,257.5415,265.6974,263.9147,289.1655,271.7323,312.5332,287.0148,334.6824,310.438,352.5113,334.3278,368.3061,360.4096,372.6705,386.4135,366.9769,408.2417,350.5544,429.6576,331.5253,444.7922,308.8536,451.2793,286.8602,454.9057,265.4733,456.8188,243.1109,455.9344,222.1203,335.7332,213.4285,317.5821,211.5025,303.2346,210.7753,387.9081,215.3236,407.0092,213.7502,423.4471,212.7621,318.4069,226.0018,405.8628,227.7936,-9.087942,0.002942106,1.43616,0.9967785,-0.0009672869,0.0124911,-0.07921825
20150522121547558,0.260714342897564,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,222,223,242,146,418,354.0406,211.1368,337.5589,199.583,318.1964,195.3413,299.8917,196.9326,284.2885,206.2273,366.8045,211.2972,385.7451,203.2163,406.2414,198.585,426.5219,199.0937,439.027,210.3853,329.795,227.25,324.4765,222.923,317.2002,220.77,308.4967,221.4967,301.3861,223.9864,307.5017,228.2992,315.6721,230.6776,323.4101,229.7892,390.9185,228.6753,397.5208,224.4184,405.4801,222.5292,413.8531,222.5114,419.7278,226.4048,413.8192,230.5321,405.3965,232.7187,397.9536,231.2011,361.5534,223.3848,361.7511,242.0021,362.8488,260.2537,363.686,278.0325,336.2669,287.2526,362.56,293.2508,388.005,287.5582,328.6129,317.3982,338.8014,310.0439,352.2628,304.6306,363.8083,307.9945,376.246,304.4841,388.4153,309.0577,398.9051,315.1824,388.4539,323.2189,375.4475,329.0362,363.7465,329.7635,351.3867,330.0951,338.8107,325.1093,335.9527,318.4094,350.231,316.8115,363.4752,316.4577,377.3164,316.2214,390.2209,316.3467,376.3355,316.107,362.8974,316.9492,350.132,316.4179,256.7028,217.3439,255.9352,240.6276,257.6493,265.5548,263.9865,287.3579,271.2041,310.01,286.1097,332.8762,309.8047,351.2106,334.2429,368.2134,360.3451,372.5903,386.1461,366.7493,408.1775,350.5313,429.7781,332.0092,445.0768,309.8145,451.3704,287.1913,454.9401,265.5746,456.8148,243.1204,455.8371,222.1293,335.8324,213.4529,317.6216,211.52,303.1186,210.772,387.9189,215.3371,407.0692,213.8043,423.7131,212.8356,318.477,225.9757,405.9191,227.8109,-9.216363,-0.02092461,1.550285,0.996676,-0.001268882,0.01349931,-0.08033144
20150522121547595,0.299209656713238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,222,224,242,145,412,354.5698,211.5611,339.2427,200.1901,321.5707,195.4055,302.955,195.2868,286.055,204.1253,366.8136,211.3105,385.5515,203.2948,405.7771,198.4675,426.0544,198.9642,438.5834,210.0439,329.813,227.3119,324.4727,222.968,317.0826,220.8962,308.3723,221.6769,301.3947,224.1317,307.4102,228.4805,315.5029,230.877,323.3755,229.8443,390.9199,228.6772,397.5222,224.4207,405.4869,222.5309,413.9942,222.6045,419.7691,226.4917,413.8713,230.5979,405.5773,232.9891,397.9791,231.3109,361.6109,224.5281,361.7212,242.5105,362.7195,260.4892,363.6166,278.0592,336.0902,286.7656,362.5595,293.2428,388.1978,287.4216,328.6198,317.4107,338.8056,310.039,352.2758,304.6568,363.8471,308.0229,376.2437,304.4958,388.4135,309.0566,398.8694,315.17,388.4331,323.1998,375.4469,329.0367,363.745,329.7612,351.3981,330.061,338.8389,325.0937,335.9527,318.4092,350.2219,316.7847,363.4736,316.4343,377.3055,316.2032,390.2174,316.3398,376.3331,316.1049,362.9103,316.9455,350.1283,316.3969,257.051,217.2534,256.0547,240.5024,257.9949,264.1994,264.1561,285.3951,270.9016,308.5391,285.6589,332.3206,309.2724,350.335,333.8731,367.9061,360.286,372.4994,385.9865,366.4869,408.0872,350.4356,429.8041,331.9252,445.0779,309.6688,451.3984,287.0105,454.7826,265.4261,456.7771,243.1434,455.7993,222.1607,338.4391,213.7441,321.5013,210.9131,305.6866,208.2671,387.9143,215.3282,406.7441,213.644,423.6798,212.7821,318.4708,225.9795,405.9193,227.812,-10.07583,-0.01066598,1.645256,0.996034,-0.001353474,0.01430979,-0.08780453
20150522121547639,0.335859563498629,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,223,223,243,143,409,354.4927,211.3441,338.9076,199.996,320.3598,195.1734,300.7465,196.4311,285.0006,205.3712,368.2912,211.1502,386.1224,203.2684,406.084,198.4684,426.1907,199.0005,438.6609,210.0986,329.8228,227.3149,324.4993,222.9658,317.086,220.8966,308.3828,221.6733,301.4167,224.1366,307.4279,228.4834,315.5144,230.8777,323.3834,229.845,390.9629,228.6989,397.6412,224.4366,405.7975,222.4939,414.0424,222.6283,419.7903,226.5068,413.8937,230.6101,405.7467,232.9876,398.0641,231.3666,361.7849,225.6126,361.9134,242.9939,362.8054,260.594,363.6399,278.0721,336.0705,286.6596,362.5595,293.2432,388.2043,287.3704,328.6184,317.4102,338.8057,310.0392,352.2758,304.657,363.8473,308.0233,376.2487,304.5019,388.4134,309.0576,398.8408,315.1689,388.338,323.3307,375.3769,329.2247,363.5458,329.9407,351.1365,330.07,338.6751,325.0446,335.5781,318.3661,349.9604,316.534,363.4739,316.4344,377.7166,316.1406,390.288,316.3397,376.5407,316.2264,362.9063,316.9698,349.4117,316.4385,258.3313,216.4502,256.326,240.1392,258.0706,264.1072,264.3065,285.55,271.9373,309.5481,286.0457,332.369,309.2799,350.3503,333.8367,367.8856,360.226,372.4309,385.3036,365.4901,407.9086,350.2621,429.7349,332.0277,444.4557,310.4189,451.1534,288.5254,454.827,265.7468,456.8325,243.1755,455.8048,222.1568,338.4146,213.7026,320.9076,210.8301,304.2325,209.2559,387.9671,215.3206,406.7744,213.6336,423.7245,212.8061,318.4737,225.9801,405.9406,227.8225,-10.77396,-0.05903397,1.488227,0.9954986,-0.001732085,0.01297787,-0.09386752
